cvss_score,exploit_available,patch_available,days_since_disclosure,exposure,category,attack_probability,attack_likelihood
6.6,0,1,467,Internal,Open Port / Unnecessary Service,0.2238181992308273,Low
4.7,1,1,662,External,Insecure Direct Object Reference,0.6032408491615104,Medium
7.5,1,1,331,External,SQL Injection,0.7951078196640731,High
5.6,0,1,457,External,Broken Access Control,0.3579517468430633,Medium
8.1,0,0,301,External,Weak Authentication,0.6609935662393113,High
7.3,1,1,104,Internal,Cross-Site Scripting (XSS),0.599942665245207,Medium
2.4,1,0,310,External,Insecure Direct Object Reference,0.7261373371898419,High
7.0,0,0,301,External,Open Port / Unnecessary Service,0.5579955430593364,Medium
1.9,1,1,796,Internal,Misconfigured Server,0.4428929241823625,Medium
4.4,0,0,579,External,Insecure Direct Object Reference,0.5246101143787387,Medium
9.0,1,0,636,External,Cross-Site Scripting (XSS),0.9259999124674191,High
10.0,1,0,865,Internal,Outdated Software / Missing Patch,0.7649077561087472,High
8.4,1,1,402,Internal,Insecure Direct Object Reference,0.7258053523126589,High
6.4,0,1,624,External,Broken Access Control,0.40444722137448963,Medium
4.0,1,1,112,Internal,Cross-Site Scripting (XSS),0.4125514245910825,Medium
6.7,0,0,426,Internal,Cross-Site Scripting (XSS),0.4693254936666761,Medium
5.3,1,0,19,Internal,Broken Access Control,0.6453533339952199,Medium
3.8,0,1,641,External,Remote Code Execution,0.31433877630321166,Low
1.4,0,0,667,Internal,Sensitive Data Exposure,0.19845547126064433,Low
9.7,1,1,482,Internal,Sensitive Data Exposure,0.7003488556743104,High
8.0,0,1,403,Internal,Insecure Direct Object Reference,0.4414668176680071,Medium
8.5,0,0,704,External,Broken Access Control,0.7968427798201569,High
8.9,1,1,522,Internal,Outdated Software / Missing Patch,0.5880056587240035,Medium
9.7,0,1,497,Internal,Outdated Software / Missing Patch,0.5099322566103245,Medium
6.4,1,1,716,Internal,Sensitive Data Exposure,0.4348690089324416,Medium
5.2,0,1,739,External,Weak Authentication,0.42575887416378794,Medium
2.5,1,1,579,Internal,Sensitive Data Exposure,0.3392274404692073,Low
9.9,0,0,537,Internal,Outdated Software / Missing Patch,0.674924272838836,High
6.0,0,1,572,External,Open Port / Unnecessary Service,0.4600962041928308,Medium
7.2,1,0,338,Internal,Sensitive Data Exposure,0.6559391903799885,High
3.4,0,1,478,External,Weak Authentication,0.30458991282011455,Low
4.1,0,1,749,External,SQL Injection,0.3473463235089999,Low
6.8,0,0,380,Internal,Open Port / Unnecessary Service,0.43652669153924556,Medium
1.1,0,1,143,External,Weak Authentication,0.19953702092545908,Low
3.2,1,0,314,External,Open Port / Unnecessary Service,0.6942387231435206,High
4.5,0,1,428,External,Remote Code Execution,0.45329083187401237,Medium
3.0,1,0,751,External,Cross-Site Scripting (XSS),0.7117928245675964,High
5.5,0,1,551,External,Weak Authentication,0.3668109587259064,Medium
4.3,0,1,481,External,Remote Code Execution,0.28903188189792295,Low
2.0,1,1,420,External,Remote Code Execution,0.4755623570505482,Medium
4.4,1,1,57,External,Sensitive Data Exposure,0.6538274298821534,High
